customer_id,age,annual_income,spending_score,visit_freq,avg_cart,membership_years
470,32,4429,81,21,45700,2.5
471,51,11892,43,3,143900,2.8
472,41,12644,36,0,215700,1.1
473,43,10490,91,20,517800,10.4
474,22,3208,81,20,61300,2.3
475,33,11086,76,21,342500,9.0
476,45,9204,77,19,347300,11.9
477,70,4513,37,3,35900,9.4
478,49,12322,35,2,183600,6.5
479,51,11904,85,21,418400,4.5
480,51,11533,32,4,149000,5.4
481,25,4022,77,24,38000,1.9
482,66,10859,33,4,220100,5.9
483,43,12042,40,5,126900,3.2
484,48,11534,26,2,130700,6.0
485,52,5236,30,2,53700,1.8
486,29,3428,65,16,50800,3.3
487,26,2000,74,26,38800,0.4
488,31,3047,85,22,44200,2.7
489,47,12441,24,2,248700,4.4
490,37,11108,31,3,156100,1.7
491,34,10710,32,2,260200,6.1
492,43,12917,27,4,167100,4.3
493,30,3158,80,22,51700,3.5
494,36,9114,86,26,215600,8.3
495,24,3048,86,23,48800,4.0
496,50,9716,33,3,198800,3.6
497,39,11197,68,18,243100,6.5
498,60,4568,24,2,74100,8.6
499,30,3322,85,20,46000,1.8
500,50,12735,24,2,205500,9.1
501,49,10509,25,5,136200,6.5
502,32,10381,82,15,181500,8.5
503,51,11869,13,4,74000,7.8
504,49,11587,26,6,180100,1.7
505,28,3279,83,19,66400,3.8
506,59,3839,35,2,62600,4.2
507,66,2928,26,1,44100,11.0
508,48,11250,35,4,191400,9.2
509,43,12279,29,1,246500,1.4
510,39,10120,84,16,470600,7.1
511,54,4592,32,2,66500,11.4
512,21,3338,89,23,41200,1.3
513,43,10677,12,7,145100,3.3
514,24,9940,86,10,532000,2.3
515,52,4889,23,3,57400,7.3
516,51,11319,34,5,211200,9.3
517,57,3643,23,1,73100,2.0
518,34,9763,92,18,220200,11.9
519,45,13143,32,4,113500,3.0
520,27,2728,82,23,63500,3.0
521,46,10823,28,4,177100,8.2
522,42,13764,35,2,164400,1.1
523,46,10463,33,2,36500,7.8
524,35,10668,73,19,106400,3.3
525,45,9418,94,19,220300,7.0
526,42,11906,31,3,283000,8.9
527,36,8123,79,19,196600,7.8
528,52,9960,26,2,203400,4.4
529,23,2516,77,18,56700,2.2
530,26,3009,77,20,34400,3.2
531,60,4563,30,2,37700,5.3
532,29,8546,76,17,364800,4.0
533,20,3061,76,20,61500,0.7
534,38,9817,26,2,111600,1.6
535,32,3349,74,24,36400,3.4
536,20,2646,86,18,50500,0.4
537,39,12113,25,3,224900,4.4
538,20,2611,88,20,22700,0.4
539,62,5222,32,2,63700,5.5
540,34,7413,81,15,168300,9.1
541,59,4380,23,4,70100,3.5
542,41,9021,36,5,181600,3.3
543,53,5310,25,1,72500,2.8
544,40,11159,11,4,215700,4.9
545,52,10581,77,19,555900,9.1
546,24,2853,78,24,33700,0.4
547,30,9257,82,16,124300,6.4
548,30,3159,78,21,73100,3.9
549,40,7963,85,20,213200,5.7
550,42,9642,73,21,182900,4.7
551,70,5206,31,2,58100,4.1
552,44,9621,82,18,532100,7.3
553,20,2716,77,21,49000,0.3
554,55,4427,22,3,36900,5.2
555,42,10410,92,16,192400,11.5
556,47,9474,85,18,151400,7.7
557,51,3790,15,2,84500,9.3
558,36,10355,80,14,509500,10.8
559,62,3911,29,1,56900,4.4
560,60,6457,28,2,61900,10.7
561,46,10591,40,3,215800,9.2
562,58,3110,21,2,80700,4.7
563,36,8418,71,22,537300,7.7
564,44,9462,81,19,479100,10.8
565,49,3619,9,2,49000,5.2
566,46,9594,87,16,244400,8.8
567,50,5215,25,2,43800,5.9
568,23,3690,67,26,59800,3.7
569,37,10403,88,21,171700,9.9
570,29,12044,78,20,139200,4.7
571,57,14117,36,3,249700,5.2
572,46,6789,85,17,432500,11.5
573,46,5373,26,0,48800,7.0
574,63,6486,27,2,70500,4.4
575,28,3121,80,22,58400,1.7
576,62,5815,22,1,44100,8.6
577,28,2877,79,22,55400,2.0
578,40,6973,73,14,182400,7.0
579,31,8416,74,20,404900,11.2
580,58,3524,19,3,42500,7.3
581,55,4223,21,1,35700,7.8
582,36,11753,31,2,180800,9.8
583,39,14576,33,4,225400,8.0
584,23,3392,65,24,45200,3.4
585,34,13829,33,1,151800,5.5
586,63,4757,18,2,49700,9.2
587,69,4179,23,1,61100,7.4
588,22,3235,90,22,58700,2.5
589,59,4673,24,2,58700,8.9
590,47,8095,80,18,181800,5.7
591,38,10245,89,24,289000,3.0
592,29,2189,76,21,36100,0.7
593,30,10660,29,0,201900,8.0
594,20,3364,100,24,45500,0.0
595,68,5849,30,2,83200,3.5
596,27,10350,88,19,301100,4.6
597,42,7941,78,20,511500,8.9
598,58,12393,22,1,173300,1.4
599,50,12167,40,2,155300,3.4
600,34,9408,83,21,268200,11.7
601,21,9490,80,11,259300,11.0
602,28,3644,75,27,47300,2.8
603,41,11285,70,17,443400,10.8
604,34,9941,94,13,226100,10.6
605,70,4180,38,3,83200,1.2
606,65,5815,20,3,52600,11.0
607,50,12472,43,4,177400,3.0
608,51,6251,24,2,35300,9.2
609,29,8717,90,16,423900,10.6
610,33,2762,56,25,45600,1.2
611,51,5414,29,0,81800,10.0
612,34,10858,93,7,205500,2.8
613,46,10845,28,2,195700,4.1
614,64,11405,41,2,200800,7.9
615,29,4167,79,22,53700,4.0
616,38,9203,92,12,177500,5.8
617,62,5271,31,1,40400,4.6
618,31,8881,87,22,433600,2.7
619,52,4019,24,1,75800,11.8
620,32,12364,35,2,197600,2.2
621,41,8722,88,21,236400,11.1
622,49,12619,17,0,158100,2.4
623,28,3024,83,25,77400,3.2
624,39,10638,34,3,209500,1.4
625,24,3745,81,17,24600,3.3
626,23,2667,86,23,49600,3.4
627,48,11407,31,2,206300,7.2
628,70,4791,24,2,70100,10.2
629,20,2659,72,23,46000,2.0
630,43,10702,36,4,117200,7.4
631,38,9061,79,25,462500,3.4
632,50,13134,39,4,167300,8.6
633,49,10800,85,8,239400,7.1
634,55,6797,23,1,71700,8.7
635,27,2989,83,18,38400,1.7
636,28,3478,73,22,50800,1.1
637,22,3100,70,17,41300,1.7
638,39,10180,84,17,170000,10.1
639,21,9273,80,14,246500,6.2
640,37,8676,83,23,461000,10.9
641,53,5305,15,1,69400,0.2
642,25,2823,76,25,52600,0.7
643,69,4981,22,0,67000,2.4
644,49,11305,77,21,613200,4.8
645,36,9979,78,21,507100,10.1
646,41,8114,78,17,205800,8.2
647,34,2000,67,19,49300,0.8
648,27,3330,84,25,54500,3.8
649,47,11235,22,6,230700,6.2
650,42,11693,44,4,224200,7.0
651,61,5624,29,3,49900,1.1
652,53,5043,19,1,9400,5.7
653,50,11547,43,6,181800,8.4
654,28,2680,81,19,34400,2.4
655,43,7998,85,13,155300,11.8
656,27,3701,93,18,33900,0.2
657,59,3405,24,0,50900,9.2
658,41,9081,80,25,348500,4.8
659,32,10603,89,14,170200,8.9
660,28,3387,93,19,15700,2.1
661,27,8844,76,22,190800,10.9
662,46,12171,29,2,291600,9.9
663,32,9847,28,5,83400,9.9
664,34,10786,80,16,169200,3.5
665,70,5118,22,0,16000,7.5
666,39,10160,90,16,196100,9.3
667,37,10114,74,27,366400,2.6
668,53,11552,35,3,203100,9.7
669,53,10857,21,3,91800,7.8
670,45,9466,27,4,130800,5.8
671,67,6003,29,2,52800,9.2
672,30,2748,93,18,34400,3.7
673,48,3206,30,4,80500,4.9
674,43,10710,27,2,185500,4.7
675,34,8746,86,19,330300,4.0
676,30,3402,68,23,63300,1.3
677,30,8528,84,14,420600,6.6
678,28,2731,67,26,30800,2.7
679,61,3908,31,1,53500,7.2
680,49,10440,24,7,132600,8.0
681,39,11065,33,1,204600,6.1
682,31,2459,82,25,72300,0.7
683,50,10265,25,0,174000,1.4
684,42,13191,27,3,160300,7.3
685,28,4065,80,17,52700,0.0
686,25,3494,71,22,57100,0.5
687,40,10248,84,17,443500,2.3
688,59,5046,13,1,67500,7.5
689,69,3950,33,1,26400,8.6
690,32,3134,81,23,23400,3.8
691,41,12667,37,4,186200,8.6
692,63,4592,28,4,69200,3.7
693,70,5425,15,0,20700,10.6
694,25,3314,73,19,35400,0.6
695,67,4592,20,2,91600,6.2
696,42,11810,76,25,517300,3.4
697,29,6913,80,17,126600,7.5
698,37,4279,71,26,68200,0.9
699,59,4211,33,2,43900,10.4
700,41,11452,35,4,185600,5.4
701,22,3245,73,25,45000,2.9
702,27,2931,79,23,46600,1.8
703,54,3552,29,1,32900,10.4
704,29,3100,77,19,43800,3.5
705,44,9226,28,4,255600,8.2
706,29,2209,76,22,32100,2.2
707,23,2470,72,25,8200,3.0
708,24,2072,87,20,41600,0.9
709,29,3929,85,21,58500,1.1
710,32,7678,85,16,602400,10.4
711,36,8711,91,19,573700,9.1
712,35,8009,86,23,598800,7.2
713,27,8639,78,12,227900,9.8
714,37,8956,94,16,162700,10.5
715,31,3295,73,23,56100,0.5
716,44,3174,33,2,47600,2.1
717,46,10822,17,2,125500,4.7
718,24,2887,77,30,56300,0.2
719,53,11819,31,4,194600,7.8
720,55,10356,40,3,220400,1.6
721,42,11704,29,3,165200,2.5
722,37,11748,78,19,686700,2.9
723,57,4292,30,1,32500,4.7
724,49,13987,29,3,89600,2.8
725,33,8415,89,15,215500,6.0
726,54,4869,26,2,70900,9.8
727,40,11325,33,4,83200,6.6
728,29,2693,72,20,63800,0.0
729,65,5025,20,3,42700,2.1
730,20,3231,84,20,35200,1.3
731,29,4137,82,20,53500,1.9
732,21,3095,63,16,56800,3.3
733,28,4016,74,14,26400,2.8
734,51,4472,12,0,62100,2.9
735,26,2573,94,23,44100,0.5
736,25,9169,76,15,165000,5.8
737,56,5622,26,2,70400,2.2
738,28,2679,72,20,45100,2.3
739,47,4695,21,3,49800,9.7
740,37,11579,37,4,182300,5.2
741,54,5845,24,1,68900,1.8
742,67,4286,33,1,78200,1.6
743,37,11877,24,2,281500,1.9
744,34,9592,73,19,464200,8.2
745,43,10248,32,5,205300,9.0
746,67,4922,34,1,65600,6.1
747,26,3183,67,16,43400,1.3
748,41,9218,79,17,222000,7.3
749,22,9562,78,18,181600,11.8
750,27,10581,78,16,287300,6.6
751,42,12431,36,6,152500,4.3
752,51,4661,33,1,84100,3.3
753,25,3466,76,20,41800,2.5
754,28,3367,73,19,26700,3.0
755,34,10373,62,15,216000,8.7
756,46,12093,20,4,207900,1.1
757,34,8266,85,14,272700,8.4
758,40,12180,34,2,179700,8.6
759,61,5112,31,3,66000,8.4
760,41,11593,28,4,156500,1.8
761,38,10211,87,18,334600,2.5
762,48,11649,43,2,134700,7.4
763,50,12933,31,1,195400,4.0
764,28,10504,69,18,211000,6.3
765,40,9864,27,4,182000,2.8
766,54,6117,16,0,51800,4.9
767,48,9335,76,17,192600,11.7
768,35,10595,76,16,484200,2.5
769,42,10627,42,3,213100,4.2
770,43,10475,26,3,131200,5.6
771,36,11884,40,4,261400,4.5
772,38,8042,88,16,355000,8.1
773,28,2595,82,26,32400,1.0
774,26,2987,78,21,56000,3.0
